SKU,Name1,Name2
SKU20240419_073041_YOU WANT TO BE A HERO THEN DIE LIKE ONE,YOU WANT TO BE A HERO?,THEN DIE LIKE ONE
SKU20240419_073042_BUT WHY IS THE RUM GONE,BUT WHY IS THE,RUM GONE?
SKU20240419_073043_NO COFFEE NO WORKEE,NO COFFEE,NO WORKEE
SKU20240419_073044_I HAVE A CRAZY WIFE AND IM NOT AFRAID TO USE HER,I HAVE A CRAZY WIFE AND,I'M NOT AFRAID TO USE HER
SKU20240419_073045_NORMAL ISNT COMING BACK JESUS IS REVELATIONS,NORMAL ISN'T COMING BACK,JESUS IS REVELATIONS
SKU20240419_073046_PROUD TO BE AN INFIDEL,PROUD TO BE,AN INFIDEL
SKU20240419_073047_I HAVE SPOKEN,I HAVE,SPOKEN
SKU20240419_073048_THIS TOO SHALL PASS,THIS TOO,SHALL PASS
SKU20240419_073049_BOY MOM SOMETIMES SWEARING HELPS,BOY MOM SOMETIMES,SWEARING HELPS
SKU20240419_073050_I COULD SHIT A BETTER PRESIDENT,I COULD SHIT A,BETTER PRESIDENT
SKU20240419_073051_KID YOU WILL MOVE MOUNTAINS,"KID, YOU WILL",MOVE MOUNTAINS
SKU20240419_073052_CAUTION DRIVER IS BLIND,CAUTION,DRIVER IS BLIND
SKU20240419_073053_SHOW ME YOUR PITTIES,SHOW ME YOUR,PITTIES
SKU20240419_073054_HELP DADDY FARTED AND WE CANT GET OUT,HELP! DADDY FARTED AND,WE CAN'T GET OUT!
SKU20240419_073055_DO YOU FOLLOW JESUS THIS CLOSELY,DO YOU FOLLOW,JESUS THIS CLOSELY?
SKU20240419_073056_PROTECT YOUR NUTS,PROTECT,YOUR NUTS
SKU20240419_073057_LOUD PIPES SAVE LIVES,LOUD PIPES,SAVE LIVES
SKU20240419_073058_IM NOT GAY BUT MY BOYFRIEND IS,I'M NOT GAY BUT MY,BOYFRIEND IS!
SKU20240419_073059_HONK IF ANYTHING FALLS OFF,HONK IF,ANYTHING FALLS OFF
SKU20240419_073100_I LOVE JESUS BUT I CUSS A LITTLE,I LOVE JESUS BUT I,CUSS A LITTLE
SKU20240419_073101_YOUVE BEEN DUCKED,YOU'VE BEEN,DUCKED!
SKU20240419_073102_BACK OFF IM GONNA FART,BACK OFF I'M,GONNA FART
SKU20240419_073103_DONT STEAL THE GOVERNMENT HATES COMPETITION,DON'T STEAL THE,GOVERNMENT HATES COMPETITION
SKU20240419_073104_I TURN COFFEE INTO EDUCATION,I TURN COFFEE,INTO EDUCATION
SKU20240419_073105_DONT TOUCH MY TOOLS,DON'T TOUCH,MY TOOLS
SKU20240419_073106_BUT DID YOU DIE,BUT DID,YOU DIE?
SKU20240419_073108_KIDS UP IN THIS BITCH,KIDS UP IN,THIS BITCH
SKU20240419_073109_BABY UP IN THIS BITCH,BABY UP IN,THIS BITCH
SKU20240419_073110_YOU HAD ME AT I HATE THAT BITCH TOO,YOU HAD ME AT I,HATE THAT BITCH TOO
SKU20240419_073111_PRACTICALLY PERFECT IN EVERY WAY,PRACTICALLY,PERFECT IN EVERY WAY
SKU20240419_073112_COME AND TAKE IT,COME AND,TAKE IT
SKU20240419_073113_I DIDNT FART MY BUTT BLEW YOU A KISS,I DIDN'T FART MY,BUTT BLEW YOU A KISS
SKU20240419_073114_HELL WAS FULL SO I CAME BACK,HELL WAS FULL SO,I CAME BACK
SKU20240419_073115_NURSES NEED SHOTS TOO,NURSES NEED,SHOTS TOO
SKU20240419_073116_SHE BELIEVE SHE COULD SO SHE DID,SHE BELIEVE SHE,COULD SO SHE DID
SKU20240419_073117_BLESSED ARE THE CURIOUS FOR THEY SHALL HAVE ADVENTURES,BLESSED ARE THE CURIOUS FOR,THEY SHALL HAVE ADVENTURES
SKU20240419_073118_BLAME IT ON MY GYPSY SOUL,BLAME IT ON MY,GYPSY SOUL
