SKU,Name1,Name2
SKU20240325_065003_THICK THIGHS SAVE LIVES,THICK THIGHS,SAVE LIVES
SKU20240325_065004_CARPENTER BECAUSE BADASS MIRACLE WORKER ISNT AN OFFICIAL JOB TITLE,CARPENTER BECAUSE BADASS MIRACLE,WORKER ISN'T AN OFFICIAL JOB TITLE
SKU20240325_065005_REMEMBER WHO YOU ARE,REMEMBER WHO,YOU ARE
SKU20240325_065006_KEEP HONKING BUDDY IM RELOADING,KEEP HONKING BUDDY,I'M RE-LOADING!
SKU20240325_065007_THE CLOSER YOU GET THE SLOWER I DRIVE,THE CLOSER YOU GET,THE SLOWER I DRIVE
SKU20240325_065008_PRAY MORE WORRY LESS,PRAY MORE,WORRY LESS
SKU20240325_065009_TOASTER BREAKFASTS SPEED DEMON,"TOASTER,",BREAKFAST'S SPEED DEMON
SKU20240325_065010_DONT TOUCH MY DRONE,DON'T TOUCH,MY DRONE
SKU20240325_065011_SKATEBOARDING IS NOT A CRIME,SKATEBOARDING IS,NOT A CRIME
SKU20240325_065012_HUNGRY DOGS RUN FASTER,HUNGRY DOGS,RUN FASTER
SKU20240325_065013_IT NEVER HURTS TO KEEP LOOKING FOR SUNSHINE,IT NEVER HURTS TO KEEP,LOOKING FOR SUNSHINE
SKU20240325_065014_HONK IF YOU POOPED TODAY,HONK IF YOU,POOPED TODAY
SKU20240325_065015_YOU CAN NEVER HAVE TOO MANY LAWNMOWERS,YOU CAN NEVER HAVE,TOO MANY LAWNMOWERS
SKU20240325_065016_GOD SAID IT I BELIEVE IT THAT SETTLES IT,GOD SAID IT I BELIEVE,IT THAT SETTLES IT
SKU20240325_065017_HUG ME IF YOU CAN,HUG ME IF,YOU CAN
SKU20240325_065018_I CANT FIX STUPID BUT I CAN HELP YOU SEE IT,I CAN'T FIX STUPID BUT I,CAN HELP YOU SEE IT
SKU20240325_065019_YOU CAN NEVER HAVE TOO MANY RC PLANES,YOU CAN NEVER HAVE,TOO MANY RC PLANES
SKU20240325_065020_WORLDS OKAYEST SNOWBOARDER,WORLD'S OKAYEST,SNOWBOARDER
SKU20240325_065021_DONT FOLLOW ME IM ABOUT TO DO A BUNCH OF STUPID,DON'T FOLLOW ME I'M ABOUT,TO DO A BUNCH OF STUPID
SKU20240325_065022_IF I CANT HAVE LOVE I WANT POWER,IF I CAN'T HAVE,"LOVE, I WANT POWER"
SKU20240325_065023_ELECT A CLOWN EXPECT A CIRCUS,ELECT A CLOWN,EXPECT A CIRCUS
SKU20240325_065024_THESE PRETZELS ARE MAKING ME THIRSTY,THESE PRETZELS ARE,MAKING ME THIRSTY!
SKU20240325_065025_WORLDS OKAYEST ACCOUNTANT,WORLD'S OKAYEST,ACCOUNTANT
